ISIN,FY,ROE_Pct,ROCE_Pct,DebtEquity,EPS,Sales,FixedAssets,CWIP
INE868B01028,FY23,9.88,17.14,0.16,9.77,15390.1,1255.17,1197.97
INE868B01028,FY24,10.7,19.0,0.15,11.32,20704.06,1296.98,1261.85
INE868B01028,FY25,11.19,18.24,0.22,13.06,21999.18,1387.62,1320.19
INE868B01028,FY26,8.58,13.08,0.43,10.76,20766.97,2111.46,1880.98
INE732C01016,FY23,5.75,11.05,0.38,9.79,1609.66,1034.23,28.25
INE732C01016,FY24,10.98,15.89,0.26,20.61,1643.41,1030.36,40.13
INE732C01016,FY25,2.94,6.87,0.29,5.52,1362.1,1095.86,153.15
INE732C01016,FY26,10.15,13.25,0.25,,1422.08,1113.71,2.29
INE07OG01012,FY23,12.9,14.7,0.15,11.82,387.54,146.66,13.39
INE07OG01012,FY24,15.27,18.36,0.12,16.28,597.78,158.62,12.17
INE07OG01012,FY25,17.62,21.24,0.11,22.39,707.9,195.82,42.89
INE07OG01012,FY26,17.32,19.76,0.17,26.04,816.2,293.93,24.6
INE155G01029,FY23,17.43,22.74,0.03,6.0,385.86,30.45,0.0
INE155G01029,FY24,-7.83,-4.23,0.44,-2.49,370.01,151.4,36.35
INE155G01029,FY25,-367.97,-49.71,5.76,-26.61,465.03,197.49,0.0
INE155G01029,FY26,-251.52,-75.55,2.01,-36.86,528.29,188.88,1.4
INE189I01024,FY23,6.35,8.3,0.65,3.42,1258.03,476.26,17.72
INE189I01024,FY24,10.48,10.95,0.63,6.25,1257.57,511.69,65.78
INE189I01024,FY25,6.74,8.9,0.53,4.29,1240.22,516.23,4.22
INE189I01024,FY26,8.12,10.13,0.43,5.57,1318.76,506.43,4.27
INE045B01015,FY23,18.99,21.2,0.6,8.7,312.9,92.09,1.48
INE045B01015,FY24,19.15,22.21,0.46,10.37,320.21,92.43,9.62
INE045B01015,FY25,7.45,13.96,0.41,4.18,304.8,82.5,8.7
INE045B01015,FY26,2.58,4.69,0.57,1.45,306.6,113.49,41.49
INE136S01016,FY23,10.36,11.12,0.77,20.03,660.48,385.6,39.55
INE136S01016,FY24,4.69,7.74,0.54,13.96,670.83,662.08,167.58
INE136S01016,FY25,4.41,6.35,0.76,13.2,755.94,725.57,322.64
INE136S01016,FY26,3.52,4.62,1.71,10.9,848.34,1469.19,995.03
INE428V01029,FY23,-3.03,1.0,0.55,-1.17,414.52,252.71,32.99
INE428V01029,FY24,8.49,7.65,0.65,3.5,539.55,305.84,1.93
INE428V01029,FY25,11.49,12.63,0.44,6.69,748.34,334.48,10.43
INE428V01029,FY26,6.88,12.99,0.07,8.1,994.47,414.66,18.46
INE317F01035,FY23,14.79,19.28,0.0,41.25,546.0,158.38,8.83
INE317F01035,FY24,15.8,20.74,0.0,51.49,678.18,224.12,104.81
INE317F01035,FY25,14.27,19.03,0.0,53.25,732.01,1056.38,758.52
INE317F01035,FY26,13.77,16.46,0.09,58.58,932.06,1343.12,765.65
INE239A01024,FY25,79.99,86.0,0.29,16.63,20077.5,6671.72,1198.11
INE239A01024,FY26,,,,,,6838.4,547.98
INE0NT901020,FY23,50.11,50.98,0.38,8.37,441.0,24.32,2.44
INE0NT901020,FY24,17.95,24.87,0.02,13.88,724.07,45.58,3.2
INE0NT901020,FY25,21.45,29.18,0.01,20.11,1149.02,54.44,6.93
INE0NT901020,FY26,28.46,28.79,0.39,36.3,2183.56,56.78,1.49
INE870H01013,FY23,-12.48,2.67,8.99,-0.81,6146.44,594.37,91.68
INE870H01013,FY24,-1.35,-0.37,0.54,-1.35,9178.78,1495.74,159.71
INE870H01013,FY25,-35.57,-16.8,0.62,-11.02,6887.92,508.95,0.23
INE870H01013,FY26,3.09,4.39,0.67,0.99,2120.82,462.55,0.0
INE333I01044,FY23,6.79,-9.58,-1.71,-16.49,0.0,1002.34,0.0
INE333I01044,FY24,6.48,-10.4,-1.62,-16.57,0.09,908.32,0.0
INE333I01044,FY25,-9.58,-9.06,0.06,-16.05,5.4,819.6,0.0
INE333I01044,FY26,-148.12,-124.4,0.19,-5.77,15.97,80.42,0.0
INE794A01010,FY23,16.45,20.15,0.13,127.45,1160.9,499.83,42.39
INE794A01010,FY24,23.39,29.93,0.07,233.89,1515.66,589.79,67.07
INE794A01010,FY25,17.06,20.94,0.1,202.74,1434.38,733.4,59.68
INE794A01010,FY26,19.42,23.33,0.16,283.71,1932.12,1143.0,250.71
INE619B01017,FY23,18.02,21.52,0.04,6.28,973.98,228.6,0.0
INE619B01017,FY24,20.56,24.18,0.04,17.5,1243.83,237.95,2.8
INE619B01017,FY25,20.79,25.9,0.04,21.89,1486.88,249.59,0.0
INE619B01017,FY26,16.91,21.56,0.02,21.24,1574.4,232.69,1.1
INE870D01012,FY23,18.1,13.99,1.58,9.34,7116.84,4113.52,147.22
INE870D01012,FY24,5.9,6.65,1.61,3.06,7548.11,4052.64,223.96
INE870D01012,FY25,6.77,9.28,0.74,3.75,19794.5,3816.87,171.57
INE870D01012,FY26,7.44,7.7,1.4,4.31,21514.18,3654.6,160.96
INE887E01022,FY23,9.21,11.2,0.15,33.18,273.57,115.35,27.76
INE887E01022,FY24,15.73,18.8,0.13,66.88,333.71,133.78,48.48
INE887E01022,FY25,7.48,8.34,0.27,34.19,363.03,191.94,49.82
INE887E01022,FY26,14.62,15.01,0.37,,494.13,258.48,94.6
INE410P01011,FY23,28.44,27.21,0.41,29.85,4491.06,2378.72,325.37
INE410P01011,FY24,27.37,21.75,0.56,38.86,4875.66,3247.98,847.71
INE410P01011,FY25,21.79,17.87,0.67,38.9,5463.65,4169.37,69.74
INE410P01011,FY26,17.76,11.67,1.29,39.67,7858.25,5717.5,345.24
INE848E01016,FY23,10.56,10.58,0.8,3.89,10478.78,53474.61,31345.12
INE848E01016,FY24,9.3,9.84,0.85,3.58,9252.48,61082.98,39616.45
INE848E01016,FY25,7.58,9.58,1.05,2.99,10373.85,73667.74,51601.56
INE848E01016,FY26,9.09,6.38,1.32,3.75,11123.15,86186.14,35990.58
INE470Y01017,FY23,4.05,5.0,0.0,6.36,41834.87,507.11,14.12
INE470Y01017,FY24,3.95,5.2,0.0,6.77,44269.08,474.23,19.64
INE470Y01017,FY25,3.58,3.87,0.0,6.29,44063.66,450.13,5.76
INE470Y01017,FY26,4.95,4.57,0.0,8.57,51077.87,448.21,12.6
INE149O01018,FY23,2.1,5.33,0.66,1.51,105.3,57.69,31.16
INE149O01018,FY24,11.8,13.67,0.46,15.33,281.84,157.29,54.33
INE149O01018,FY25,11.52,15.26,0.33,19.46,507.32,207.12,86.11
INE149O01018,FY26,1.62,4.09,0.34,,474.45,248.54,62.4
INE161A01038,FY23,0.32,1.69,0.01,0.23,341.25,148.87,0.26
INE161A01038,FY24,3.71,4.5,0.01,2.81,303.47,147.18,1.36
INE161A01038,FY25,4.28,5.52,0.01,3.36,357.58,146.52,0.02
INE161A01038,FY26,0.49,1.23,0.01,0.38,390.17,146.99,0.0
INE342G01023,FY23,24.95,25.82,0.17,14.28,1361.79,47.89,0.89
INE342G01023,FY24,21.82,27.8,0.14,15.22,1553.51,72.66,0.0
INE342G01023,FY25,18.8,24.92,0.08,16.15,1653.26,60.04,0.02
INE342G01023,FY26,16.06,19.02,0.21,17.66,1951.98,75.73,0.0
INE310A01015,FY23,10.19,12.77,0.27,89.76,3099.16,796.72,22.2
INE310A01015,FY24,8.67,10.81,0.29,81.92,3171.9,805.47,38.11
INE310A01015,FY25,7.16,8.93,0.36,71.32,3291.76,1004.36,74.83
INE310A01015,FY26,7.33,9.76,0.27,77.45,3743.58,1041.35,18.83
INE395U01014,FY23,28.66,38.14,,2.99,32.3,1.77,0.0
INE395U01014,FY24,44.38,54.84,0.07,8.35,83.05,4.07,0.0
INE395U01014,FY25,42.91,55.62,0.03,14.17,139.8,7.39,0.0
INE395U01014,FY26,34.94,46.13,0.02,17.23,170.17,5.46,0.0
INE858F01012,FY23,43.3,-14.4,-2.56,-21.05,380.27,350.88,14.2
INE858F01012,FY24,31.82,-14.35,-1.93,-22.68,322.97,322.66,13.45
INE858F01012,FY25,-300.52,-124.04,1.19,-74.59,312.92,114.25,13.59
INE858F01012,FY26,7.92,5.74,0.86,1.19,537.82,97.08,11.48
INE229H01012,FY23,16.02,10.43,0.95,29.32,2385.04,1350.31,340.26
INE229H01012,FY24,11.47,10.26,1.17,23.39,2905.65,1710.68,2.44
INE229H01012,FY25,13.38,13.22,0.89,31.2,3305.65,1583.58,6.64
INE229H01012,FY26,12.07,11.93,0.76,31.58,3213.87,1591.51,102.44
INE995S01015,FY23,0.44,1.86,0.09,0.07,2798.52,28.8,3.73
INE995S01015,FY24,2.09,3.24,0.06,0.45,4427.24,24.46,0.51
INE995S01015,FY25,6.98,8.38,0.08,1.2,5690.77,44.29,9.35
INE995S01015,FY26,4.09,5.29,0.08,0.71,7105.6,39.75,3.36
INE589A01014,FY23,9.2,7.71,1.47,10.28,16165.24,40145.45,16266.8
INE589A01014,FY24,11.22,9.4,1.36,13.37,13001.33,42429.31,19267.14
INE589A01014,FY25,14.0,11.25,1.2,18.9,15282.96,48226.94,17740.59
INE589A01014,FY26,16.36,10.31,1.3,25.4,17489.53,50637.45,14293.04
INE584A01023,FY23,24.76,31.2,0.09,6.37,17661.1,6200.08,3117.73
INE584A01023,FY24,21.73,27.68,0.13,6.34,21301.23,7720.55,4458.13
INE584A01023,FY25,22.03,27.44,0.14,7.44,23905.52,10922.81,6007.01
INE584A01023,FY26,21.87,25.38,0.19,8.47,32070.89,11650.41,6748.58
INE163A01018,FY23,9.61,13.02,0.01,8.92,1610.77,894.52,10.28
INE163A01018,FY24,7.83,10.61,0.01,7.95,1437.31,884.27,18.51
INE163A01018,FY25,5.84,6.54,0.01,6.15,1371.63,957.98,106.86
INE163A01018,FY26,3.14,4.35,0.0,3.32,1279.53,1083.33,257.07
INE850M01015,FY23,12.39,3.59,3.6,15.01,1040.57,13.48,0.0
INE850M01015,FY24,13.32,3.71,3.91,19.11,1625.59,21.38,0.0
INE850M01015,FY25,8.87,2.93,2.87,20.03,2045.43,39.92,0.0
INE850M01015,FY26,10.42,3.33,3.15,24.82,2287.23,32.43,0.0
INE0FFK01017,FY23,22.76,27.17,0.12,3.37,40.84,8.48,3.8
INE0FFK01017,FY24,46.61,59.28,0.05,13.85,127.55,5.56,0.0
INE0FFK01017,FY25,43.58,53.57,0.09,23.27,173.21,12.02,0.72
INE0FFK01017,FY26,10.66,12.32,0.03,20.58,194.9,14.69,0.0
INE740D01017,FY23,15.62,19.73,0.26,58.35,1744.57,687.03,213.51
INE740D01017,FY24,16.5,10.89,0.76,73.72,1282.99,1166.88,40.42
INE740D01017,FY25,2.28,5.42,0.83,10.37,1659.03,1218.96,28.99
INE740D01017,FY26,5.36,7.57,1.01,,2145.45,1441.0,227.16
INE349A01021,FY23,14.07,14.75,0.49,9.7,1035.23,375.18,28.33
INE349A01021,FY24,27.84,32.54,0.21,24.71,1072.13,375.61,43.13
INE349A01021,FY25,8.65,11.22,0.2,8.2,1177.15,413.11,39.36
INE349A01021,FY26,14.83,18.15,0.16,,1313.05,461.14,42.59
INE0JM501013,FY23,16.7,26.2,0.0,1.78,186.84,0.15,0.0
INE0JM501013,FY24,8.42,13.01,0.16,1.05,240.08,12.76,3.41
INE0JM501013,FY25,12.28,17.95,0.11,2.11,158.31,15.51,3.16
INE0JM501013,FY26,10.6,14.39,0.25,,215.94,40.18,5.61
INE023A01030,FY23,1.14,1.57,,180.26,131.88,0.06,0.0
INE023A01030,FY24,0.45,0.6,,109.59,81.84,0.04,0.0
INE023A01030,FY25,0.28,0.39,,90.95,110.6,0.04,0.0
INE023A01030,FY26,0.36,0.5,0.0,106.13,90.68,0.02,0.0
INE0NNS01018,FY23,0.0,0.0,0.23,0.0,0.0,20903.19,19784.76
INE0NNS01018,FY24,-10.07,-8.44,0.43,-5.32,3048.99,21548.17,1275.32
INE0NNS01018,FY25,-18.1,-14.03,0.45,-8.1,8503.05,20871.15,744.53
INE0NNS01018,FY26,0.45,3.16,0.35,,13641.81,20018.56,570.22
INE733E01010,FY23,11.5,9.52,1.52,17.44,174076.15,338856.14,98973.64
INE733E01010,FY24,12.95,9.9,1.48,21.46,176719.61,355968.48,97544.62
INE733E01010,FY25,12.72,9.47,1.36,24.16,186246.25,384251.72,113315.89
INE733E01010,FY26,13.31,8.33,1.33,27.9,184015.27,416533.68,98862.22
INE0ONG01011,FY23,3.5,0.93,1.26,0.2,164.71,17558.43,2800.31
INE0ONG01011,FY24,5.5,5.86,2.22,0.41,1897.51,25863.98,8290.98
INE0ONG01011,FY25,2.58,3.73,1.05,0.67,2134.12,37856.17,16040.3
INE0ONG01011,FY26,2.76,3.1,1.67,0.62,2770.89,55236.56,16036.35
INE096B01018,FY23,20.93,27.83,0.01,47.73,634.46,35.56,0.81
INE096B01018,FY24,24.64,32.78,0.01,71.56,826.45,52.19,8.07
INE096B01018,FY25,20.02,26.88,0.0,61.4,832.25,55.29,8.26
INE096B01018,FY26,12.86,16.45,0.01,44.35,876.03,73.81,0.09
INE531F01023,FY23,13.53,10.27,2.39,17.4,1322.95,229.02,0.0
INE531F01023,FY24,21.6,14.48,2.33,34.83,1738.45,219.24,0.0
INE531F01023,FY25,28.26,18.89,2.25,53.71,2139.54,221.43,0.0
INE531F01023,FY26,25.26,15.08,2.8,56.06,2283.52,211.02,0.21
INE118D01016,FY23,0.18,-0.98,0.54,0.44,10288.98,10317.42,594.07
INE118D01016,FY24,1.64,5.52,0.49,4.13,10538.67,10309.8,470.76
INE118D01016,FY25,0.24,3.82,0.45,0.61,10170.94,9974.72,382.53
INE118D01016,FY26,3.85,6.56,0.53,10.07,11142.04,11899.75,2474.49
INE388Y01029,FY23,1.4,5.07,0.58,0.07,5117.48,559.18,15.91
INE388Y01029,FY24,2.56,6.71,0.77,0.11,6340.01,507.15,10.53
INE388Y01029,FY25,5.08,8.87,1.01,0.23,7884.7,607.17,5.59
INE388Y01029,FY26,13.87,16.59,0.86,0.7,9929.42,773.68,12.24
INE959C01023,FY23,3.16,4.65,0.37,5.87,845.79,279.73,56.54
INE959C01023,FY24,1.44,4.01,0.33,2.71,831.81,400.02,179.68
INE959C01023,FY25,5.18,7.07,0.53,10.2,922.94,433.89,5.13
INE959C01023,FY26,0.5,4.26,0.61,0.98,1023.75,415.23,5.73
INE093I01010,FY23,15.6,14.81,0.32,52.38,4173.79,4225.86,4031.17
INE093I01010,FY24,13.92,16.38,0.18,52.99,4479.48,2964.95,2747.35
INE093I01010,FY25,14.17,16.85,0.21,61.21,5286.27,1885.7,1642.1
INE093I01010,FY26,13.99,16.92,0.16,68.96,6009.06,2344.57,2096.75
INE0PK601023,FY23,8.07,10.77,0.28,9.74,533.38,480.51,2.92
INE0PK601023,FY24,81.39,-76.04,-2.31,-0.01,0.0,0.0,0.0
INE0PK601023,FY25,5.4,7.44,0.16,4.29,306.73,381.71,3.28
INE0PK601023,FY26,11.06,11.62,0.21,9.55,505.9,365.0,2.09
INE881D01027,FY23,24.21,34.3,0.01,208.25,5698.31,228.52,0.57
INE881D01027,FY24,28.24,38.6,0.01,254.76,6373.0,188.9,2.7
INE881D01027,FY25,28.46,39.4,0.01,272.52,6846.8,186.1,9.1
INE881D01027,FY26,33.72,46.86,0.0,302.11,7672.1,179.0,15.8
INE274J01014,FY23,22.68,24.35,0.49,53.66,36083.9,30454.82,12650.86
INE274J01014,FY24,13.11,13.49,0.5,38.95,32465.81,40513.64,20599.95
INE274J01014,FY25,13.16,13.06,0.62,40.27,32512.48,52735.77,30078.39
INE274J01014,FY26,11.41,11.3,0.65,40.7,33946.13,64839.32,37643.76
INE0LXG01040,FY23,-62.47,-33.66,0.72,-3.34,2600.48,1236.42,225.52
INE0LXG01040,FY24,-78.45,-29.56,1.34,-3.59,4798.0,2524.0,563.0
INE0LXG01040,FY25,-44.25,-21.96,0.69,-5.48,4514.0,3085.0,454.0
INE0LXG01040,FY26,-54.7,-24.03,0.82,-4.16,2253.0,2809.0,496.0
INE260D01016,FY23,7.81,11.13,0.16,7.99,1089.63,346.68,14.1
INE260D01016,FY24,8.41,14.39,0.13,9.36,1154.14,390.53,82.27
INE260D01016,FY25,13.24,18.33,0.24,16.92,1801.9,545.58,204.77
INE260D01016,FY26,14.46,19.12,0.31,,2312.17,646.0,82.37
INE800H01010,FY23,-38.73,-19.09,1.12,-19.02,730.63,532.53,0.0
INE800H01010,FY24,-83.8,-34.69,1.41,-22.01,1590.32,516.57,0.0
INE800H01010,FY25,334.42,-125.34,-3.21,-37.51,1560.99,526.44,0.0
INE800H01010,FY26,77.3,-114.04,-1.63,-38.1,1253.4,93.78,0.0
INE239D01028,FY23,1.89,6.29,0.22,1.34,799.06,90.26,10.87
INE239D01028,FY24,6.53,12.38,0.15,4.91,1083.89,79.06,0.98
INE239D01028,FY25,4.81,6.02,0.13,3.54,712.66,73.93,1.74
INE239D01028,FY26,2.7,4.87,0.11,,500.06,73.95,2.25
INE0UH301010,FY23,53.88,31.09,1.71,2.61,165.08,87.63,19.3
INE0UH301010,FY24,23.79,12.7,3.29,1.53,165.83,230.78,12.4
INE0UH301010,FY25,21.55,15.22,1.77,3.55,342.91,271.7,30.64
INE0UH301010,FY26,11.68,13.22,0.64,7.45,511.3,348.72,16.93
INE25E901019,FY23,14.38,16.32,0.59,,120.17,7.84,0.18
INE25E901019,FY24,14.64,17.16,0.52,,182.15,7.22,0.18
INE25E901019,FY25,30.4,37.79,0.26,,278.76,6.67,0.18
INE840Y01029,FY23,15.92,15.68,1.06,0.47,140.25,57.08,0.0
INE840Y01029,FY24,15.31,17.62,0.42,1.06,169.76,58.73,0.0
INE840Y01029,FY25,8.19,10.91,0.12,1.35,256.36,75.1,0.0
INE840Y01029,FY26,8.57,9.04,0.49,1.43,313.38,180.55,72.93
INE013P01021,FY23,-101.83,-22.76,1.1,-69.89,38.71,1369.38,202.52
INE013P01021,FY24,-98.85,-28.99,1.44,-34.18,171.92,743.52,61.09
INE013P01021,FY25,-0.31,1.45,0.16,-1.63,1444.85,1004.4,107.05
INE013P01021,FY26,-1.27,0.41,0.26,-6.44,1421.59,1239.75,313.9
INE213A01029,FY23,12.9,11.23,0.62,29.18,629510.14,375903.51,29337.5
INE213A01029,FY24,14.49,16.1,0.56,39.06,598644.23,422641.73,25802.95
INE213A01029,FY25,10.55,12.18,0.55,28.8,608952.91,439944.17,23751.61
INE213A01029,FY26,11.14,14.35,0.47,32.93,605276.46,448501.23,13926.87
INE831A01028,FY23,-6.53,-1.21,0.43,-0.5,1106.87,87.24,0.46
INE831A01028,FY24,-48.43,-20.87,0.81,-2.5,966.56,78.04,0.13
INE831A01028,FY25,-1.83,5.41,0.81,-0.1,746.69,73.71,1.74
INE831A01028,FY26,-31.43,-18.5,0.33,,660.01,72.27,0.48
INE809I01019,FY23,1.03,1.16,0.03,0.63,525.16,24.59,1.26
INE809I01019,FY24,2.35,4.66,0.03,1.43,513.24,19.26,1.47
INE809I01019,FY25,-6.45,-4.29,0.07,-3.78,573.02,15.0,0.38
INE809I01019,FY26,-1.8,-0.26,0.12,-1.07,516.85,20.15,0.02
INE229A01017,FY23,6.6,10.33,0.1,5.05,440.93,50.29,0.0
INE229A01017,FY24,16.37,19.75,0.14,14.81,472.39,60.04,0.0
INE229A01017,FY25,12.07,15.02,0.14,11.81,491.32,62.84,0.33
INE229A01017,FY26,17.48,20.43,0.16,19.52,543.85,85.3,0.15
INE350C01017,FY23,10.95,11.79,0.31,4.88,1141.97,154.35,2.61
INE350C01017,FY24,13.31,14.24,0.38,6.62,1527.72,198.55,2.6
INE350C01017,FY25,9.52,12.37,0.3,7.33,1890.0,259.4,28.71
INE350C01017,FY26,8.5,9.9,0.48,7.39,1768.62,547.28,300.34
INE231G01010,FY23,15.78,18.83,0.15,12.33,193.85,158.52,0.15
INE231G01010,FY24,14.58,18.2,0.1,12.58,196.69,146.45,0.82
INE231G01010,FY25,14.27,18.76,0.06,14.71,213.7,137.24,3.25
INE231G01010,FY26,10.61,13.82,0.05,12.29,226.67,145.43,0.22
INE191A01027,FY23,6.73,8.58,0.48,11.35,665.9,621.19,48.48
INE191A01027,FY24,7.88,8.3,0.12,19.06,819.07,645.12,25.52
INE191A01027,FY25,7.86,7.64,0.14,19.65,921.93,758.24,126.32
INE191A01027,FY26,1.6,2.08,0.28,,811.33,958.67,340.52
INE730A01022,FY23,1.44,-2.07,0.09,0.95,144.21,501.23,37.18
INE730A01022,FY24,2.55,-0.17,0.1,1.91,144.29,269.04,19.95
INE730A01022,FY25,11.12,0.15,0.01,8.86,46.69,272.64,19.11
INE730A01022,FY26,2.24,2.56,0.0,,42.15,184.04,16.74
INE876N01018,FY23,7.66,11.44,0.25,5.99,2934.26,2089.53,139.74
INE876N01018,FY24,10.03,16.47,0.1,8.53,3176.54,2056.77,88.87
INE876N01018,FY25,5.05,8.92,0.04,4.45,2704.08,1949.73,24.24
INE876N01018,FY26,15.74,14.9,0.03,16.44,2791.51,1752.67,32.29
INE569C01020,FY23,5.46,7.78,0.06,1.19,301.42,151.18,2.33
INE569C01020,FY24,6.9,8.12,0.21,1.59,312.34,169.83,9.55
INE569C01020,FY25,3.51,5.73,0.25,0.83,327.1,175.71,25.88
INE569C01020,FY26,7.24,9.77,0.13,,403.6,160.83,8.62
INE142Z01019,FY23,12.97,17.69,0.17,3.56,2489.16,305.59,98.13
INE142Z01019,FY24,11.78,15.36,0.17,3.53,2771.88,453.72,232.1
INE142Z01019,FY25,11.98,16.76,0.12,3.9,3051.31,432.48,5.51
INE142Z01019,FY26,12.61,16.96,0.12,4.49,3277.02,411.11,13.11
INE750A01020,FY23,10.07,13.32,0.4,3.04,394.51,384.54,5.05
INE750A01020,FY24,8.03,10.36,0.33,2.78,393.16,444.74,57.88
INE750A01020,FY25,5.75,9.27,0.27,2.2,439.7,485.21,4.77
INE750A01020,FY26,8.92,11.85,0.17,3.8,493.84,480.26,2.64
INE0PPK01015,FY23,29.73,35.46,0.16,8.36,535.1,19.28,0.0
INE0PPK01015,FY24,23.64,30.15,0.06,9.05,602.89,20.51,3.16
INE0PPK01015,FY25,15.3,20.4,0.02,11.68,839.53,40.93,16.14
INE0PPK01015,FY26,1.36,2.86,0.19,,869.54,79.31,0.0
INE725E01024,FY23,129.21,-1.69,-14.24,-27.57,35.53,32.4,3.4
INE725E01024,FY24,-26.25,-1284.89,-0.82,4.7,82.28,28.14,0.46
INE725E01024,FY25,78.4,-19.52,-3.61,-67.04,64.62,123.95,111.08
INE725E01024,FY26,5.32,8.94,-3.88,,94.1,199.28,186.75
INE16NZ01023,FY26,10.39,13.8,0.02,20.8,2492.89,380.89,3.72
INE142A01012,FY23,2.87,1.94,0.0,1.78,27.95,38.11,33.5
INE142A01012,FY24,0.55,0.48,0.0,0.34,0.16,37.78,33.5
INE142A01012,FY25,11.87,15.32,0.0,8.41,161.77,4.03,0.0
INE142A01012,FY26,-2.46,1.45,0.0,-1.64,19.26,3.64,0.0
INE143A01010,FY23,1.53,2.38,0.0,1.47,79.24,123.17,0.0
INE143A01010,FY24,0.26,0.45,0.0,0.25,57.28,120.02,0.0
INE143A01010,FY25,0.34,0.43,0.0,0.33,35.25,122.24,0.0
INE143A01010,FY26,-0.03,-0.02,0.0,,36.81,11928.97,0.0
INE0BYP01024,FY23,43.25,35.53,0.86,3.0,369.83,88.81,7.9
INE0BYP01024,FY24,54.48,35.83,1.23,8.57,744.86,103.12,5.78
INE0BYP01024,FY26,22.36,26.96,0.14,,2064.39,204.26,43.56
INE0S3G01027,FY23,4.49,6.6,0.6,0.8,502.54,114.4,8.86
INE0S3G01027,FY24,40.67,37.02,0.91,12.31,2433.02,117.38,9.8
INE0S3G01027,FY25,22.87,37.48,0.14,15.01,2438.78,147.65,32.09
INE0S3G01027,FY26,13.48,15.35,0.44,,2641.27,215.07,38.28
INE761H01022,FY23,41.67,44.97,0.3,512.15,4678.34,665.71,183.12
INE761H01022,FY24,35.64,44.98,0.12,510.31,4547.09,732.53,248.88
INE761H01022,FY25,51.82,61.41,0.19,653.71,4913.06,843.31,90.05
INE761H01022,FY26,50.83,60.41,0.18,684.81,5227.26,880.7,12.62
INE420C01059,FY23,8.05,10.21,1.82,2.1,264.15,65.57,0.0
INE420C01059,FY24,13.46,6.05,2.0,3.87,656.66,66.11,0.0
INE420C01059,FY25,13.04,5.75,2.32,2.23,770.82,74.46,0.0
INE420C01059,FY26,13.23,5.88,2.43,2.62,943.68,84.09,0.0
INE922B01023,FY23,-3.94,1.92,0.02,-5.43,456.92,623.34,35.01
INE922B01023,FY24,-0.14,0.48,0.02,-0.19,551.93,636.33,76.29
INE922B01023,FY25,-1.0,-0.48,0.02,-1.37,559.09,640.8,97.41
INE922B01023,FY26,-0.64,-0.15,0.03,,639.77,653.24,99.97
INE895W01019,FY23,2.62,8.35,1.12,0.69,111.8,9.4,0.0
INE895W01019,FY24,1.74,5.71,1.02,0.39,96.54,8.6,0.0
INE895W01019,FY25,10.42,11.83,0.32,4.74,116.11,8.0,0.0
INE895W01019,FY26,15.67,18.52,0.26,9.06,242.98,10.94,0.0
INE305C01029,FY23,24.47,31.75,0.0,38.51,2248.72,246.63,14.78
INE305C01029,FY24,17.7,22.58,0.02,32.26,2356.74,268.69,3.74
INE305C01029,FY25,14.9,18.83,0.03,30.92,2792.89,308.08,23.81
INE305C01029,FY26,14.47,17.19,0.08,35.13,3064.26,340.77,55.68
INE697V01011,FY23,1.66,1.69,0.67,1.15,22.79,46.77,5.15
INE697V01011,FY24,4.11,4.96,0.68,2.98,47.71,62.41,1.95
INE697V01011,FY25,5.59,6.08,0.75,4.3,39.97,65.23,5.91
INE697V01011,FY26,12.9,12.01,0.65,,96.1,60.04,0.0
INE074B01023,FY23,16.19,11.76,0.54,2.4,783.25,127.57,1.02
INE074B01023,FY24,13.68,11.99,0.16,3.29,1057.28,180.0,11.39
INE074B01023,FY25,12.13,16.27,0.05,2.85,1575.6,238.6,17.5
INE074B01023,FY26,7.68,11.32,0.16,1.96,1913.35,260.09,0.0
INE088F01024,FY23,8.68,7.67,1.33,3.9,4769.88,3508.77,696.86
INE088F01024,FY24,2.8,5.77,1.13,1.22,5643.31,3743.28,372.19
INE088F01024,FY25,16.24,16.41,1.07,6.38,16958.65,3841.52,553.3
INE088F01024,FY26,14.69,13.56,1.02,9.59,21826.34,6246.6,423.71
INE883N01014,FY23,6.59,7.51,0.75,4.96,2853.75,425.18,49.82
INE883N01014,FY24,9.93,10.81,0.68,7.47,3077.67,467.55,78.7
INE883N01014,FY25,11.61,13.45,0.64,9.51,3432.21,537.52,49.55
INE883N01014,FY26,10.73,12.53,0.48,10.57,3817.5,567.49,37.35
INE045601023,FY23,8.73,12.11,0.04,4.62,220.75,156.57,11.34
INE045601023,FY24,7.21,8.62,0.15,4.11,253.46,187.35,9.17
INE045601023,FY25,9.92,13.59,0.04,8.01,364.66,200.59,21.09
INE045601023,FY26,12.14,16.26,0.04,10.93,476.57,192.97,8.53
INE119201023,FY23,32.0,28.86,0.84,5.09,1252.38,480.51,22.44
INE119201023,FY24,17.39,18.33,0.78,3.55,1229.06,793.11,33.71
INE119201023,FY25,18.85,19.78,0.64,4.67,1393.57,867.64,47.51
INE119201023,FY26,12.77,17.33,0.18,6.87,1679.36,1041.13,123.14
INE988S01028,FY23,8.65,10.88,1.11,2.25,496.59,996.3,34.56
INE988S01028,FY24,5.74,11.9,0.08,3.82,561.39,1046.95,57.48
INE988S01028,FY25,6.51,11.61,0.13,3.92,631.45,1281.91,74.81
INE988S01028,FY26,4.9,8.48,0.28,,707.28,1605.0,80.36
INE124Y01028,FY23,3.48,5.94,1.56,0.25,367.81,150.29,34.86
